# Reseau de metro long créé par le script python (généré par IA)
# Format :
# STATION;id;nom
# EDGE;id_depart;id_arrivee;temps_en_minutes
STATION;;Fantôme
STATION;935;Pont Sèvres
STATION;936;Pont Orléans
STATION;937;Château Martin
STATION;938B;Général Jaurès
STATION;939;Château Lecourbe
STATION;;Fantôme
STATION;941;Château Clichy
STATION;942;TEST_DO_NOT_USE_942
STATION;943;Rue Lazare
STATION;944;Saint Vincennes
STATION;945;Rue Lecourbe
STATION;946;Mairie de Michel
STATION,947,Rue Voltaire
STATION;948;Boulevard Monceau
STATION;949;Boulevard Lazare
STATION;950;Pont Italie
STATION;951;Église Dumas
STATION,952,Boulevard Cloud
STATION;953;Boulevard Michel
STATION;954;Rue Clichy
STATION;955B;Pont Vincennes
STATION;956;Place Martin
STATION;957;Avenue Italie
STATION;958;Saint Dumas
STATION;;Fantôme
STATION;960;Général Clichy
STATION;961;Avenue Hugo
STATION;962;Avenue Pasteur
STATION;963;Château Pasteur
STATION;964;Mairie de Voltaire
STATION;965;Pont de 
STATION;966;Avenue Cloud
STATION;967;Porte de Italie
STATION;968;Rue Michel
STATION;969;Général Hugo
STATION;970;Église Cloud
STATION;971;Place Sèvres
STATION;972;Mairie de Dumas
STATION;973;Général Cloud
STATION;974;Boulevard Orléans
STATION;975;Place Vincennes
STATION;976;Pont de 
STATION;977;Général Lecourbe
STATION;978;Avenue Dumas
STATION;979;Église Martin
STATION;980;Général Monceau
STATION;981;Général Vincennes
STATION;982;Pont Pasteur
STATION;983B;Avenue Sèvres
STATION;984;Mairie de Pasteur
STATION,985,Mairie de Dumas
STATION;986;Château Voltaire
STATION;987;Mairie de Clichy
STATION;988;Place Vincennes
STATION;989;Saint Vincennes
STATION;990;Rue Cloud
STATION;991;Pont Lazare
STATION;992;Porte de Lazare
STATION;993;Rue Cloud
STATION;994;Porte de Jaurès
STATION;995;Porte de Orléans
STATION;996;Château Michel
STATION;997;Mairie de Lecourbe
STATION;;Fantôme
STATION;999;Avenue Cloud
EDGE;0;1;3
EDGE;1;2;3
EDGE;2;3;3
EDGE;3;4;3
EDGE;4;5;3
EDGE;5;6;3
EDGE;6;7;3
EDGE;7;8;3
EDGE;8;9;3
EDGE;9;10;3
EDGE;10;11;3
EDGE;11;12;3
EDGE;12;13;3
EDGE;13;14;3
EDGE;14;15;3
EDGE;15;15;3
EDGE;15;17;3
EDGE;17;18B;3
EDGE;18B;19;3
EDGE;19;20;3
EDGE;20;21;3
EDGE;21;22;3
EDGE;22;23;3
EDGE;23;24;3
EDGE;24;25;3
EDGE;25;26B;3
EDGE;26B;27;3
EDGE;27;28;3
EDGE;28;29;3
EDGE;29;30;3
EDGE;30;31;3
EDGE;31;32;3
EDGE;32;33;3
EDGE;33;34;3
EDGE;34;35;3
EDGE;35;36;3
EDGE;36;37B;3
EDGE;37B;38;3
EDGE;38;39;3
EDGE;39;40;3
EDGE;40;41;3
EDGE;41;42;3
EDGE;42;43;3
EDGE;43;44;3
EDGE;44;45;3
EDGE;45;46;3
EDGE;46;46;3
EDGE;46;48;3
EDGE;48;49;3
EDGE;49;50;3
EDGE;50;51;3
EDGE;51;52;3
EDGE;52;53;3
EDGE;53;54;3
EDGE;54;55;3
EDGE;55;56;3
EDGE;56;57B;3
EDGE;57B;58;3
EDGE;58;59;3
EDGE;59;60;3
EDGE;60;61;3
EDGE;61;62;3
EDGE;62;63;3
EDGE;63;64;3
EDGE;64;65;3
EDGE;65;66;3
EDGE;66;67;3
EDGE;67;68;3
EDGE;68;69;3
EDGE;69;70;3
EDGE;70;71;3
EDGE;71;72;3
EDGE;72;73;3
EDGE;73;74B;3
EDGE;74B;75B;3
EDGE;75B;76;3
EDGE;76;77;3
EDGE;77;78;3
EDGE;78;79;3
EDGE;79;80;3
EDGE;80;81;3
EDGE;81;82;3
EDGE;82;83;3
EDGE;83;84;3
EDGE;84;85;3
EDGE;85;86;3
EDGE;86;87;3
EDGE;87;88;3
EDGE;88;89;3
EDGE;89;90;3
EDGE;90;91;3
EDGE;91;92;3
EDGE;92;93;3
EDGE;93;94;3
EDGE;94;95;3
EDGE;95;96;3
EDGE;96;97;3
EDGE;97;98;3
EDGE;98;99;3
EDGE;99;100B;3
EDGE;100B;101;3
EDGE;101;102;3
EDGE;102;103;3
EDGE;103;104;3
EDGE;104;105;3
EDGE;105;106;3
EDGE;106;107;3
EDGE;107;108;3
EDGE;108;109;3
EDGE;109;110;3
EDGE;110;111;3
EDGE;111;112;3
EDGE;112;113;3
EDGE;113;114;3
EDGE;114;115;3
EDGE;115;116;3
EDGE;116;117;3
EDGE;117;118;3
EDGE;118;119;3
EDGE;119;120;3
EDGE;120;121;3
EDGE;121;122;3
EDGE;122;123B;3
EDGE;123B;125;3
EDGE;125;126;3
EDGE;126;127;3
EDGE;127;128;3
EDGE;128;129;3
EDGE;129;130;3
EDGE;130;131;3
EDGE;131;132;3
EDGE;132;133;3
EDGE;133;134;3
EDGE;134;135;3
EDGE;135;136;3
EDGE;136;137;3
EDGE;137;138;3
EDGE;138;139;3
EDGE;139;140;3
EDGE;140;141;3
EDGE;141;142;3
EDGE;142;143;3
EDGE;143;144;3
EDGE;144;145;3
EDGE;145;146;3
EDGE;146;147;3
EDGE;147;148;3
EDGE;148;149;3
EDGE;149;150;3
EDGE;150;151;3
EDGE;151;152;3
EDGE;152;153;3
EDGE;153;154;3
EDGE;154;155;3
EDGE;155;156;3
EDGE;156;157;3
EDGE;157;159;3
EDGE;159;160;3
EDGE;160;161;3
EDGE;161;163;3
EDGE;163;164;3
EDGE;164;165;3
EDGE;165;166;3
EDGE;166;167;3
EDGE;167;168;3
EDGE;168;169;3
EDGE;169;170;3
EDGE;170;171;3
EDGE;171;172;3
EDGE;172;173;3
EDGE;173;174;3
EDGE;174;175;3
EDGE;175;176;3
EDGE;176;177;3
EDGE;177;178;3
EDGE;178;179;3
EDGE;179;180;3
EDGE;180;181;3
EDGE;181;182;3
EDGE;182;183;3
EDGE;183;184;3
EDGE;184;185;3
EDGE;185;186;3
EDGE;186;187;3
EDGE;187;188;3
EDGE;188;190;3
EDGE;190;191;3
EDGE;191;192;3
EDGE;192;193;3
EDGE;193;194;3
EDGE;194;195;3
EDGE;195;196;3
EDGE;196;197;3
EDGE;197;198;3
EDGE;198;199;3
EDGE;199;200;3
EDGE;200;201;3
EDGE;201;202;3
EDGE;202;203;3
EDGE;203;204;3
EDGE;204;205;3
EDGE;205;206;3
EDGE;206;207;3
EDGE;207;208;3
EDGE;208;209;3
EDGE;209;210;3
EDGE;210;211;3
EDGE;211;212;3
EDGE;212;213;3
EDGE;213;214;3
EDGE;214;215;3
EDGE;215;216;3
EDGE;216;217;3
EDGE;217;218;3
EDGE;218;219;3
EDGE;219;220;3
EDGE;220;221;3
EDGE;221;222;3
EDGE;222;223;3
EDGE;223;224;3
EDGE;224;225;3
EDGE;225;226;3
EDGE;226;227;3
EDGE;227;228;3
EDGE;228;229;3
EDGE;229;230;3
EDGE;230;231;3
EDGE;231;232;3
EDGE;232;233;3
EDGE;233;234;3
EDGE;234;235;3
EDGE;235;236;3
EDGE;236;237;3
EDGE;237;238;3
EDGE;238;239;3
EDGE;239;241;3
EDGE;241;242;3
EDGE;242;243;3
EDGE;243;244;3
EDGE;244;245;3
EDGE;245;246;3
EDGE;246;247;3
EDGE;247;248;3
EDGE;248;249;3
EDGE;249;249;3
EDGE;249;251;3
EDGE;251;252;3
EDGE;252;253;3
EDGE;253;254;3
EDGE;254;255;3
EDGE;255;256;3
EDGE;256;257;3
EDGE;257;258;3
EDGE;258;259;3
EDGE;259;260;3
EDGE;260;261;3
EDGE;261;262;3
EDGE;262;263;3
EDGE;263;264;3
EDGE;264;265;3
EDGE;265;266;3
EDGE;266;267;3
EDGE;267;268;3
EDGE;268;269;3
EDGE;269;270;3
EDGE;270;271;3
EDGE;271;272;3
EDGE;272;273;3
EDGE;273;274;3
EDGE;274;275;3
EDGE;275;276B;3
EDGE;276B;277;3
EDGE;277;278;3
EDGE;278;279;3
EDGE;279;280;3
EDGE;280;281;3
EDGE;281;282;3
EDGE;282;283;3
EDGE;283;284;3
EDGE;284;285;3
EDGE;285;286;3
EDGE;286;287;3
EDGE;287;289;3
EDGE;289;290;3
EDGE;290;291;3
EDGE;291;292;3
EDGE;292;293;3
EDGE;293;294;3
EDGE;294;295;3
EDGE;295;296;3
EDGE;296;297;3
EDGE;297;298;3
EDGE;298;299;3
EDGE;299;300;3
EDGE;300;301;3
EDGE;301;302;3
EDGE;302;303;3
EDGE;303;304;3
EDGE;304;305;3
EDGE;305;306;3
EDGE;306;307;3
EDGE;307;308;3
EDGE;308;309;3
EDGE;309;310;3
EDGE;310;311;3
EDGE;311;312;3
EDGE;312;313;3
EDGE;313;314;3
EDGE;314;315;3
EDGE;315;316;3
EDGE;316;317;3
EDGE;317;318;3
EDGE;318;319;3
EDGE;319;320;3
EDGE;320;321;3
EDGE;321;322;3
EDGE;322;323;3
EDGE;323;324;3
EDGE;324;325;3
EDGE;325;326;3
EDGE;326;327;3
EDGE;327;328;3
EDGE;328;329;3
EDGE;329;330;3
EDGE;330;331;3
EDGE;331;332;3
EDGE;332;333;3
EDGE;333;334;3
EDGE;334;335;3
EDGE;335;336;3
EDGE;336;337;3
EDGE;337;338;3
EDGE;338;339;3
EDGE;339;340;3
EDGE;340;341;3
EDGE;341;342;3
EDGE;342;343;3
EDGE;343;344;3
EDGE;344;345;3
EDGE;345;345;3
EDGE;345;347;3
EDGE;347;348;3
EDGE;348;349B;3
EDGE;349B;350;3
EDGE;350;351;3
EDGE;351;352;3
EDGE;352;353;3
EDGE;353;354;3
EDGE;354;355;3
EDGE;355;355;3
EDGE;355;357;3
EDGE;357;358;3
EDGE;358;359;3
EDGE;359;360;3
EDGE;360;361;3
EDGE;361;362;3
EDGE;362;363;3
EDGE;363;364;3
EDGE;364;365;3
EDGE;365;366;3
EDGE;366;367;3
EDGE;367;368;3
EDGE;368;369;3
EDGE;369;370;3
EDGE;370;371;3
EDGE;371;373;3
EDGE;373;374;3
EDGE;374;375;3
EDGE;375;376;3
EDGE;376;377;3
EDGE;377;378;3
EDGE;378;379;3
EDGE;379;380;3
EDGE;380;381;3
EDGE;381;382;3
EDGE;382;383;3
EDGE;383;384;3
EDGE;384;385;3
EDGE;385;386;3
EDGE;386;387;3
EDGE;387;388;3
EDGE;388;389;3
EDGE;389;390;3
EDGE;390;391;3
EDGE;391;392;3
EDGE;392;393;3
EDGE;393;394;3
EDGE;394;395;3
EDGE;395;396;3
EDGE;396;397;3
EDGE;397;398;3
EDGE;398;399;3
EDGE;399;400;3
EDGE;400;401;3
EDGE;401;402;3
EDGE;402;403;3
EDGE;403;404B;3
EDGE;404B;405;3
EDGE;405;406;3
EDGE;406;407;3
EDGE;407;408;3
EDGE;408;409;3
EDGE;409;410;3
EDGE;410;411;3
EDGE;411;412;3
EDGE;412;413;3
EDGE;413;414;3
EDGE;414;415;3
EDGE;415;416;3
EDGE;416;417;3
EDGE;417;418B;3
EDGE;418B;419;3
EDGE;419;420;3
EDGE;420;421;3
EDGE;421;422;3
EDGE;422;423;3
EDGE;423;424;3
EDGE;424;426;3
EDGE;426;427;3
EDGE;427;428;3
EDGE;428;429;3
EDGE;429;430;3
EDGE;430;432;3
EDGE;432;433;3
EDGE;433;434;3
EDGE;434;435;3
EDGE;435;436;3
EDGE;436;437;3
EDGE;437;438;3
EDGE;438;439;3
EDGE;439;440;3
EDGE;440;441;3
EDGE;441;442;3
EDGE;442;443;3
EDGE;443;444;3
EDGE;444;445;3
EDGE;445;446;3
EDGE;446;447;3
EDGE;447;448;3
EDGE;448;449;3
EDGE;449;450;3
EDGE;450;451;3
EDGE;451;452;3
EDGE;452;453;3
EDGE;453;454;3
EDGE;454;455;3
EDGE;455;456;3
EDGE;456;457;3
EDGE;457;458;3
EDGE;458;459;3
EDGE;459;460;3
EDGE;460;461;3
EDGE;461;462;3
EDGE;462;463;3
EDGE;463;464;3
EDGE;464;465;3
EDGE;465;466;3
EDGE;466;467;3
EDGE;467;468;3
EDGE;468;469;3
EDGE;469;470;3
EDGE;470;471;3
EDGE;471;472;3
EDGE;472;473;3
EDGE;473;474;3
EDGE;474;475;3
EDGE;475;476B;3
EDGE;476B;478;3
EDGE;478;479;3
EDGE;479;479;3
EDGE;479;481B;3
EDGE;481B;482;3
EDGE;482;483;3
EDGE;483;484;3
EDGE;484;485;3
EDGE;485;486;3
EDGE;486;487;3
EDGE;487;488;3
EDGE;488;489;3
EDGE;489;489;3
EDGE;489;491;3
EDGE;491;492;3
EDGE;492;493;3
EDGE;493;494;3
EDGE;494;495;3
EDGE;495;497;3
EDGE;497;498;3
EDGE;498;499;3
EDGE;499;500B;3
EDGE;500B;501;3
EDGE;501;502B;3
EDGE;502B;503;3
EDGE;503;504;3
EDGE;504;505;3
EDGE;505;506;3
EDGE;506;507;3
EDGE;507;508;3
EDGE;508;509;3
EDGE;509;510;3
EDGE;510;511;3
EDGE;511;512;3
EDGE;512;513;3
EDGE;513;514;3
EDGE;514;515;3
EDGE;515;516;3
EDGE;516;517;3
EDGE;517;518;3
EDGE;518;519;3
EDGE;519;520;3
EDGE;520;521;3
EDGE;521;522;3
EDGE;522;523;3
EDGE;523;524;3
EDGE;524;526;3
EDGE;526;527;3
EDGE;527;528;3
EDGE;528;529;3
EDGE;529;530;3
EDGE;530;531;3
EDGE;531;532;3
EDGE;532;533;3
EDGE;533;534;3
EDGE;534;535;3
EDGE;535;536;3
EDGE;536;537;3
EDGE;537;538;3
EDGE;538;539;3
EDGE;539;540;3
EDGE;540;541;3
EDGE;541;542;3
EDGE;542;543;3
EDGE;543;544;3
EDGE;544;545;3
EDGE;545;546;3
EDGE;546;547;3
EDGE;547;548;3
EDGE;548;549;3
EDGE;549;550;3
EDGE;550;551;3
EDGE;551;552;3
EDGE;552;553;3
EDGE;553;554;3
EDGE;554;555;3
EDGE;555;556;3
EDGE;556;557;3
EDGE;557;558;3
EDGE;558;559;3
EDGE;559;560;3
EDGE;560;561;3
EDGE;561;562;3
EDGE;562;563;3
EDGE;563;564;3
EDGE;564;565;3
EDGE;565;566;3
EDGE;566;567;3
EDGE;567;568;3
EDGE;568;568;3
EDGE;568;570;3
EDGE;570;571;3
EDGE;571;572;3
EDGE;572;573;3
EDGE;573;574;3
EDGE;574;574;3
EDGE;574;576;3
EDGE;576;577;3
EDGE;577;578;3
EDGE;578;579;3
EDGE;579;580;3
EDGE;580;581;3
EDGE;581;582;3
EDGE;582;583;3
EDGE;583;584;3
EDGE;584;585;3
EDGE;585;586;3
EDGE;586;587;3
EDGE;587;588;3
EDGE;588;589;3
EDGE;589;590;3
EDGE;590;591;3
EDGE;591;592;3
EDGE;592;593;3
EDGE;593;594;3
EDGE;594;595;3
EDGE;595;596;3
EDGE;596;597;3
EDGE;597;598;3
EDGE;598;599;3
EDGE;599;600;3
EDGE;600;601;3
EDGE;601;602;3
EDGE;602;603;3
EDGE;603;604;3
EDGE;604;605;3
EDGE;605;606;3
EDGE;606;607;3
EDGE;607;608;3
EDGE;608;609;3
EDGE;609;610;3
EDGE;610;611;3
EDGE;611;613;3
EDGE;613;614;3
EDGE;614;615;3
EDGE;615;616;3
EDGE;616;617;3
EDGE;617;618;3
EDGE;618;619;3
EDGE;619;620;3
EDGE;620;621;3
EDGE;621;622;3
EDGE;622;623;3
EDGE;623;624;3
EDGE;624;625;3
EDGE;625;626;3
EDGE;626;627;3
EDGE;627;628;3
EDGE;628;629;3
EDGE;629;630;3
EDGE;630;631;3
EDGE;631;632;3
EDGE;632;633;3
EDGE;633;634;3
EDGE;634;635;3
EDGE;635;636;3
EDGE;636;637;3
EDGE;637;638;3
EDGE;638;639;3
EDGE;639;640;3
EDGE;640;641;3
EDGE;641;642;3
EDGE;642;643;3
EDGE;643;644;3
EDGE;644;645;3
EDGE;645;646;3
EDGE;646;647;3
EDGE;647;648B;3
EDGE;648B;649;3
EDGE;649;650;3
EDGE;650;651;3
EDGE;651;652;3
EDGE;652;653;3
EDGE;653;654;3
EDGE;654;655;3
EDGE;655;656;3
EDGE;656;657;3
EDGE;657;658;3
EDGE;658;659;3
EDGE;659;660;3
EDGE;660;661;3
EDGE;661;662;3
EDGE;662;663;3
EDGE;663;664;3
EDGE;664;665;3
EDGE;665;666;3
EDGE;666;667;3
EDGE;667;668;3
EDGE;668;669;3
EDGE;669;670;3
EDGE;670;671B;3
EDGE;671B;672;3
EDGE;672;673;3
EDGE;673;675;3
EDGE;675;676;3
EDGE;676;677;3
EDGE;677;678;3
EDGE;678;679;3
EDGE;679;680;3
EDGE;680;681;3
EDGE;681;682;3
EDGE;682;683;3
EDGE;683;684;3
EDGE;684;685;3
EDGE;685;686;3
EDGE;686;687;3
EDGE;687;688;3
EDGE;688;689;3
EDGE;689;690;3
EDGE;690;691;3
EDGE;691;692;3
EDGE;692;693;3
EDGE;693;694;3
EDGE;694;695;3
EDGE;695;696;3
EDGE;696;697;3
EDGE;697;698;3
EDGE;698;699;3
EDGE;699;700;3
EDGE;700;701;3
EDGE;701;702;3
EDGE;702;703;3
EDGE;703;704;3
EDGE;704;705;3
EDGE;705;706;3
EDGE;706;707;3
EDGE;707;708;3
EDGE;708;709;3
EDGE;709;710;3
EDGE;710;711;3
EDGE;711;712B;3
EDGE;712B;713B;3
EDGE;713B;714;3
EDGE;714;715;3
EDGE;715;716;3
EDGE;716;717;3
EDGE;717;718;3
EDGE;718;719;3
EDGE;719;720;3
EDGE;720;721;3
EDGE;721;722;3
EDGE;722;723;3
EDGE;723;724;3
EDGE;724;725B;3
EDGE;725B;726;3
EDGE;726;727;3
EDGE;727;728;3
EDGE;728;729;3
EDGE;729;730;3
EDGE;730;731;3
EDGE;731;732;3
EDGE;732;733;3
EDGE;733;734;3
EDGE;734;735;3
EDGE;735;736;3
EDGE;736;737;3
EDGE;737;738;3
EDGE;738;739;3
EDGE;739;740;3
EDGE;740;741;3
EDGE;741;742;3
EDGE;742;743;3
EDGE;743;744;3
EDGE;744;745;3
EDGE;745;746;3
EDGE;746;747;3
EDGE;747;748;3
EDGE;748;749;3
EDGE;749;750;3
EDGE;750;751;3
EDGE;751;752;3
EDGE;752;753;3
EDGE;753;754;3
EDGE;754;755;3
EDGE;755;756;3
EDGE;756;757;3
EDGE;757;758;3
EDGE;758;759;3
EDGE;759;760;3
EDGE;760;761;3
EDGE;761;762;3
EDGE;762;763;3
EDGE;763;764B;3
EDGE;764B;765;3
EDGE;765;766;3
EDGE;766;767;3
EDGE;767;768;3
EDGE;768;769;3
EDGE;769;770;3
EDGE;770;771;3
EDGE;771;772;3
EDGE;772;773;3
EDGE;773;774;3
EDGE;774;775;3
EDGE;775;776;3
EDGE;776;777;3
EDGE;777;778;3
EDGE;778;779;3
EDGE;779;780;3
EDGE;780;781;3
EDGE;781;782;3
EDGE;782;783;3
EDGE;783;784;3
EDGE;784;785;3
EDGE;785;786;3
EDGE;786;787;3
EDGE;787;788B;3
EDGE;788B;789;3
EDGE;789;790;3
EDGE;790;791;3
EDGE;791;792;3
EDGE;792;793;3
EDGE;793;794B;3
EDGE;794B;795;3
EDGE;795;796;3
EDGE;796;797;3
EDGE;797;798;3
EDGE;798;799;3
EDGE;799;800;3
EDGE;800;801;3
EDGE;801;802;3
EDGE;802;803;3
EDGE;803;804;3
EDGE;804;805;3
EDGE;805;806;3
EDGE;806;807;3
EDGE;807;808;3
EDGE;808;809;3
EDGE;809;810;3
EDGE;810;811;3
EDGE;811;812;3
EDGE;812;813;3
EDGE;813;814;3
EDGE;814;815;3
EDGE;815;817;3
EDGE;817;818;3
EDGE;818;819;3
EDGE;819;820;3
EDGE;820;821;3
EDGE;821;822;3
EDGE;822;823;3
EDGE;823;824;3
EDGE;824;825;3
EDGE;825;827;3
EDGE;827;828;3
EDGE;828;829;3
EDGE;829;829;3
EDGE;829;831;3
EDGE;831;832;3
EDGE;832;833;3
EDGE;833;834;3
EDGE;834;835;3
EDGE;835;836;3
EDGE;836;837;3
EDGE;837;839;3
EDGE;839;840;3
EDGE;840;841;3
EDGE;841;842;3
EDGE;842;843B;3
EDGE;843B;844;3
EDGE;844;845;3
EDGE;845;846;3
EDGE;846;847;3
EDGE;847;848;3
EDGE;848;849;3
EDGE;849;850;3
EDGE;850;851;3
EDGE;851;852;3
EDGE;852;853;3
EDGE;853;854;3
EDGE;854;855;3
EDGE;855;856;3
EDGE;856;857;3
EDGE;857;858;3
EDGE;858;859;3
EDGE;859;860;3
EDGE;860;861;3
EDGE;861;863;3
EDGE;863;864;3
EDGE;864;865;3
EDGE;865;866;3
EDGE;866;867;3
EDGE;867;868;3
EDGE;868;869;3
EDGE;869;870;3
EDGE;870;871;3
EDGE;871;872;3
EDGE;872;873;3
EDGE;873;874;3
EDGE;874;875;3
EDGE;875;876;3
EDGE;876;877;3
EDGE;877;878;3
EDGE;878;878;3
EDGE;878;880;3
EDGE;880;880;3
EDGE;880;882;3
EDGE;882;883;3
EDGE;883;884;3
EDGE;884;885;3
EDGE;885;886;3
EDGE;886;887;3
EDGE;887;889;3
EDGE;889;890;3
EDGE;890;891;3
EDGE;891;892;3
EDGE;892;893;3
EDGE;893;894;3
EDGE;894;895;3
EDGE;895;896;3
EDGE;896;897;3
EDGE;897;898;3
EDGE;898;899;3
EDGE;899;900;3
EDGE;900;901;3
EDGE;901;902;3
EDGE;902;903;3
EDGE;903;904;3
EDGE;904;905;3
EDGE;905;906;3
EDGE;906;907;3
EDGE;907;908;3
EDGE;908;909;3
EDGE;909;910;3
EDGE;910;911;3
EDGE;911;912;3
EDGE;912;913;3
EDGE;913;914;3
EDGE;914;915;3
EDGE;915;916;3
EDGE;916;917;3
EDGE;917;918;3
EDGE;918;919;3
EDGE;919;920;3
EDGE;920;921;3
EDGE;921;922;3
EDGE;922;923;3
EDGE;923;924;3
EDGE;924;925;3
EDGE;925;926;3
EDGE;926;927;3
EDGE;927;928;3
EDGE;928;929;3
EDGE;929;930;3
EDGE;930;931;3
EDGE;931;932;3
EDGE;932;933;3
EDGE;933;935;3
EDGE;935;936;3
EDGE;936;937;3
EDGE;937;938B;3
EDGE;938B;939;3
EDGE;939;941;3
EDGE;941;942;3
EDGE;942;943;3
EDGE;943;944;3
EDGE;944;945;3
EDGE;945;946;3
EDGE;946;947;3
EDGE;947;948;3
EDGE;948;949;3
EDGE;949;950;3
EDGE;950;951;3
EDGE;951;952;3
EDGE;952;953;3
EDGE;953;954;3
EDGE;954;955B;3
EDGE;955B;956;3
EDGE;956;957;3
EDGE;957;958;3
EDGE;958;960;3
EDGE;960;961;3
EDGE;961;962;3
EDGE;962;963;3
EDGE;963;964;3
EDGE;964;965;3
EDGE;965;966;3
EDGE;966;967;3
EDGE;967;968;3
EDGE;968;969;3
EDGE;969;970;3
EDGE;970;971;3
EDGE;971;972;3
EDGE;972;973;3
EDGE;973;974;3
EDGE;974;975;3
EDGE;975;976;3
EDGE;976;977;3
EDGE;977;978;3
EDGE;978;979;3
EDGE;979;980;3
EDGE;980;981;3
EDGE;981;982;3
EDGE;982;983B;3
EDGE;983B;984;3
EDGE;984;985;3
EDGE;985;986;3
EDGE;986;987;3
EDGE;987;988;3
EDGE;988;989;3
EDGE;989;990;3
EDGE;990;991;3
EDGE;991;992;3
EDGE;992;993;3
EDGE;993;994;3
EDGE;994;995;3
EDGE;995;996;3
EDGE;996;997;3
EDGE;997;999;3
EDGE;727;50;8
EDGE;482;966;5
EDGE;387;226;9
EDGE;659;368;1
EDGE;249;644;6
EDGE;997;454;10
EDGE;527;175;1;Ligne14
EDGE;897;910;5
EDGE;691;732;7
EDGE;251;156;1
EDGE;834;77;3
EDGE;505;191;10
EDGE;947;143;2
EDGE;71;99999;10
EDGE;457;365;9
EDGE;349B;46;10
EDGE;556;787;8
EDGE;514;355;9
EDGE;519;224;2
EDGE;282;856;6
EDGE;29;840;1
EDGE;281;717;3
EDGE;douze;treize;7
EDGE;557;556;3
EDGE;987;829;2.5
EDGE;947;443;0
EDGE;10;284;6
EDGE|235|81|4
EDGE;908;345;9
EDGE;664;680;8
EDGE|953|285|7
EDGE;234;166;3
EDGE;935;880;5
EDGE;416;908;6
EDGE;363;668;6;Ligne14
EDGE;869;184;1min
EDGE;234;99999;10
EDGE;448;949;8
EDGE;608;952;5
EDGE;325;802;5;Ligne14
EDGE;86;458;7
EDGE;636;62;6
EDGE;545;461;5
EDGE;666;182;4
EDGE;258;21;2
EDGE;479;990;3
EDGE;591;461;7
EDGE;306;487;0
EDGE;600;891;4
EDGE;57B;526;2
EDGE;760;110;8
EDGE;381;479;10
EDGE;732;808;6
EDGE;247;939;7
EDGE;82;884;2
EDGE;925;281;4
EDGE;478;782;2.5
EDGE;983B;666;3
EDGE;476B;333;9
EDGE;791;969;6
EDGE;760;341;8
EDGE;928;556;8
EDGE;654;670;6
EDGE;460;153;10
EDGE;639;572;3
EDGE;717;691;5
EDGE;303;163;8
EDGE;747;266;4
EDGE;594;852;1
EDGE;989;102;8
EDGE;148;408;9
EDGE;689;434;7
EDGE;douze;treize;8
LINK;548;559;7
EDGE;137;205;10
EDGE;508;802;7
EDGE;166;182;8;Ligne14
EDGE;728;865;7
EDGE;476B;337;8
EDGE;950;474;0
EDGE;455;734;5
EDGE;436;804;4
EDGE;847;787;6
EDGE;722;718;9
EDGE;150;384;3
EDGE;510;179;4
EDGE;319;418B;9
EDGE;547;840;9
EDGE;870;227;2.5
EDGE;621;226;6
EDGE;703;661;4
EDGE;552;912;8
EDGE;304;775;1
EDGE;443;756;2.5
EDGE;789;913;5
EDGE;968;752;0
EDGE;136;866;4
EDGE;195;246;0
EDGE;878;541;7
EDGE;537;135;8
EDGE;104;999;9
EDGE;482;521;6
EDGE;109;386;7
EDGE;244;583;-5
EDGE;666;831;5
EDGE;987;172;9
EDGE;136;99999;10
EDGE;douze;treize;1
EDGE;857;289;10
EDGE;927;917;7
EDGE;130;738;2
EDGE;470;508;3
EDGE;814;112;4
EDGE;793;868;8
EDGE;15;97;9
EDGE;760;206;7
EDGE;564;506;1
EDGE;734;810;4
EDGE;626;603;4
EDGE;332;192;10
EDGE;885;230;5
EDGE;49;667;2.5
EDGE;970;27;3
EDGE;136;721;10
EDGE;675;313;1
EDGE;366;270;6
EDGE;489;590;9
EDGE;768;914;3
EDGE;571;613;7
EDGE;439;89;3
EDGE;135;604;4
EDGE;175;920;3
EDGE;801;634;9
EDGE;955B;42;6
EDGE;446;551;1
EDGE;291;445;2
EDGE;douze;treize;7
EDGE;121;536;9
EDGE;310;326;4
EDGE;677;577;6
EDGE;667;659;9min
EDGE;301;99999;10
EDGE;douze;treize;3
EDGE;177;296;8
EDGE;943;788B;7
EDGE|712B|664|1
EDGE;784;866;6
EDGE;930;33;1
EDGE;878;828;2
EDGE;51;991;2
EDGE;978;334;10
EDGE;922;837;9
EDGE;747;176;2
EDGE;955B;93;1
EDGE;211;640;3
EDGE;707;182;0
EDGE;467;913;2
EDGE;923;483;3
EDGE;952;280;5
EDGE;324;713B;1
EDGE;592;331;3
EDGE;502B;814;9
EDGE;736;697;2.5
EDGE;351;769;10
EDGE;13;270;10
EDGE;199;209;6
EDGE;756;510;1
EDGE;481B;78;4
EDGE;81;291;5
EDGE;950;652;10
EDGE;906;397;0
EDGE;327;450;9
EDGE;31;7;1;Ligne14
EDGE;489;219;3
EDGE;850;975;2
EDGE;277;636;4
EDGE;33;348;8
EDGE;497;720;9
EDGE;30;713B;8
EDGE;376;291;4
EDGE;990;85;5
LINK;274;494;7
EDGE;310;48;3
EDGE;789;643;9
EDGE;964;953;1
EDGE;644;694;2.5
EDGE;961;504;9
EDGE;929;973;9
EDGE;412;118;7
EDGE;880;732;10
EDGE;587;195;0
EDGE;650;339;10
